278635.0,0,6,0
278635.2,0,6,0
278635.4,0,6,0
278822.4,0,6,0
278822.6,0,6,0
278822.8,0,6,0
278823.0,0,6,0
278823.2,1,5,0.166667
278826.8,1,5,0.166667
278827.6,1,5,0.166667
278840.2,0,6,0
278840.4,1,5,0.166667
278840.6,2,4,0.333333
278840.8,1,5,0.166667
278841.0,1,5,0.166667
278841.2,1,5,0.166667
278841.4,1,5,0.166667
278841.6,1,5,0.166667
278841.8,1,5,0.166667
278842.2,2,4,0.333333
278883.0,1,5,0.166667
278883.2,2,3,0.4
278883.4,2,3,0.4
278883.6,2,3,0.4
278883.8,2,4,0.333333
278884.0,2,4,0.333333
278884.2,1,5,0.166667
278884.4,0,5,0
278884.6,2,4,0.333333
278886.0,1,4,0.2
278886.2,1,4,0.2
278886.4,1,4,0.2
278886.6,1,4,0.2
278886.8,0,5,0
278887.0,0,5,0
278887.2,1,5,0.166667
278887.4,1,5,0.166667
278887.6,1,5,0.166667
278887.8,1,5,0.166667
278888.0,1,5,0.166667
278888.2,1,5,0.166667
278888.8,1,5,0.166667
278889.0,1,5,0.166667
278889.2,1,5,0.166667
278889.4,1,5,0.166667
278889.6,1,5,0.166667
278889.8,1,5,0.166667
278890.0,1,5,0.166667
278890.2,1,5,0.166667
278890.4,1,5,0.166667
278894.4,0,6,0
278894.6,0,6,0
278894.8,1,5,0.166667
278895.0,1,5,0.166667
278895.2,1,5,0.166667
278895.6,1,5,0.166667
278895.8,1,5,0.166667
278896.0,1,5,0.166667
278896.2,1,5,0.166667
278896.4,1,5,0.166667
278897.4,0,6,0
278897.8,0,6,0
278915.0,2,4,0.333333
278915.2,1,5,0.166667
278915.4,1,5,0.166667
278915.6,1,5,0.166667
278915.8,1,5,0.166667
278916.0,1,5,0.166667
278916.2,0,5,0
278916.4,0,5,0
278916.6,1,5,0.166667
278916.8,0,5,0
278917.0,0,5,0
278917.2,0,5,0
278917.4,0,5,0
278917.6,0,5,0
278917.8,0,5,0
278918.0,0,5,0
278918.2,0,5,0
278918.4,0,5,0
278918.6,0,5,0
278918.8,0,5,0
278919.0,0,5,0
278919.2,1,4,0.2
278919.4,0,5,0
278919.6,0,5,0
278919.8,0,5,0
278920.0,0,6,0
278920.2,0,6,0
278920.4,0,6,0
278920.6,0,6,0
278920.8,0,6,0
278921.0,0,6,0
278921.2,0,6,0
278921.4,0,6,0
278921.6,0,6,0
278921.8,0,6,0
278922.0,0,6,0
278922.2,0,6,0
278922.8,1,4,0.2
278923.0,2,3,0.4
278923.2,4,1,0.8
278923.4,4,1,0.8
278923.6,5,0,1
278924.8,1,4,0.2
278925.0,1,4,0.2
278925.2,1,4,0.2
278925.4,0,4,0
278925.6,0,5,0
278925.8,0,6,0
278929.6,1,5,0.166667
278929.8,1,5,0.166667
278930.0,1,5,0.166667
278930.6,1,5,0.166667
278930.8,1,5,0.166667
278931.0,0,5,0
278931.2,0,5,0
278931.4,0,5,0
278931.6,0,5,0
278931.8,0,5,0
278932.0,0,5,0
278932.2,0,5,0
278932.4,0,5,0
278932.6,0,5,0
278932.8,0,5,0
278933.0,0,5,0
278933.2,0,5,0
278933.4,0,5,0
278933.6,1,5,0.166667
278933.8,1,5,0.166667
278934.0,1,4,0.2
278934.2,1,4,0.2
278934.4,1,4,0.2
278934.6,1,4,0.2
278934.8,1,4,0.2
278935.0,1,4,0.2
278935.2,1,4,0.2
278935.4,2,3,0.4
278935.6,4,1,0.8
278935.8,4,1,0.8
278936.0,5,0,1
278936.2,5,0,1
278936.4,6,0,1
278936.6,6,0,1
278937.2,6,0,1
278937.4,6,0,1
278939.6,1,5,0.166667
279035.2,6,0,1
279035.4,6,0,1
279035.6,5,0,1
279035.8,5,0,1
279036.0,4,0,1
279056.0,1,1,0.5
279056.2,1,1,0.5
279056.4,0,4,0
279056.6,0,5,0
279056.8,0,5,0
279057.0,1,4,0.2
279057.2,0,6,0
279057.8,0,6,0
279058.4,1,5,0.166667
279060.0,1,5,0.166667
279060.2,1,5,0.166667
279060.4,1,5,0.166667
279097.6,0,6,0
279097.8,0,6,0
279098.4,1,5,0.166667
279098.6,1,5,0.166667
279098.8,1,5,0.166667
279099.0,1,5,0.166667
279099.2,0,6,0
279099.4,0,6,0
279233.6,1,5,0.166667
279233.8,1,4,0.2
279234.0,1,4,0.2
279234.2,0,5,0
279234.4,0,5,0
279234.8,0,6,0
279235.0,1,5,0.166667
279235.2,1,5,0.166667
279235.4,0,6,0
279235.6,1,5,0.166667
279235.8,1,5,0.166667
279236.0,1,5,0.166667
279236.2,1,5,0.166667
279236.4,1,5,0.166667
279340.2,4,2,0.666667
279340.4,5,1,0.833333
279344.4,6,0,1
279344.6,6,0,1
279344.8,6,0,1
279345.0,6,0,1
279345.2,5,0,1
279345.4,5,0,1
279345.6,5,0,1
279345.8,5,0,1
279346.0,5,0,1
279346.2,4,0,1
279346.4,4,0,1
279346.6,4,0,1
279349.0,1,4,0.2
279349.2,1,4,0.2
279349.4,0,5,0
279349.6,1,4,0.2
279349.8,1,4,0.2
279475.4,0,6,0
279490.8,0,6,0
279491.0,0,6,0
279491.2,0,6,0
279491.4,0,6,0
279494.4,0,6,0
279494.6,0,6,0
279494.8,0,6,0
279495.0,0,6,0
279495.2,1,5,0.166667
279495.4,1,5,0.166667
279495.6,0,5,0
279495.8,0,5,0
279496.0,0,5,0
279496.2,0,6,0
279496.4,0,6,0
279500.6,0,6,0
279501.4,1,5,0.166667
279504.6,1,5,0.166667
279504.8,1,5,0.166667
279505.2,1,5,0.166667
279505.4,1,5,0.166667
279507.8,1,5,0.166667
279508.0,2,4,0.333333
279508.2,1,4,0.2
279508.6,1,5,0.166667
279508.8,1,5,0.166667
279509.0,0,5,0
279509.2,1,5,0.166667
279509.4,1,5,0.166667
279509.6,1,5,0.166667
279509.8,1,5,0.166667
279510.0,1,5,0.166667
279510.2,1,5,0.166667
279510.4,0,5,0
279510.6,1,5,0.166667
279510.8,1,5,0.166667
279511.0,1,5,0.166667
279512.0,0,6,0
279512.2,0,6,0
279512.4,0,6,0
279512.6,0,6,0
279515.2,2,4,0.333333
279515.4,2,4,0.333333
279516.4,1,5,0.166667
279516.6,1,5,0.166667
279516.8,1,5,0.166667
279517.0,1,5,0.166667
279517.2,1,5,0.166667
279517.4,1,5,0.166667
279526.6,0,6,0
279526.8,0,6,0
279534.2,1,5,0.166667
279534.4,0,6,0
279545.0,0,6,0
279545.2,0,6,0
279545.4,0,6,0
279545.6,0,6,0
279545.8,0,6,0
279546.0,0,6,0
279551.4,0,5,0
279551.6,1,5,0.166667
279551.8,2,4,0.333333
279552.0,1,4,0.2
279552.2,1,4,0.2
279552.4,1,4,0.2
279552.6,1,4,0.2
279553.0,2,4,0.333333
279553.2,2,4,0.333333
279553.4,2,4,0.333333
279554.0,1,5,0.166667
279554.2,0,5,0
279554.4,2,4,0.333333
279554.6,1,4,0.2
279554.8,2,4,0.333333
279555.0,2,4,0.333333
279583.4,0,6,0
279583.6,0,6,0
279583.8,0,6,0
279584.0,0,6,0
279584.2,0,6,0
279584.4,0,6,0
279586.4,0,6,0
279586.6,1,5,0.166667
279586.8,1,5,0.166667
279587.0,1,5,0.166667
279587.2,0,6,0
279591.4,0,6,0
279607.2,2,3,0.4
279607.4,3,3,0.5
279607.6,2,3,0.4
279608.2,2,4,0.333333
279608.4,1,5,0.166667
279608.6,2,4,0.333333
279608.8,2,4,0.333333
279609.0,2,4,0.333333
279609.2,2,4,0.333333
279609.4,1,5,0.166667
279609.6,1,5,0.166667
279609.8,0,5,0
279610.0,0,5,0
279610.2,0,5,0
279610.4,0,5,0
279610.6,0,5,0
279610.8,0,5,0
279611.0,0,5,0
279611.2,0,5,0
279611.4,0,5,0
279611.6,0,5,0
279611.8,0,5,0
279612.0,0,5,0
279612.2,0,5,0
279612.4,0,5,0
279612.6,0,5,0
279612.8,0,5,0
279613.0,0,5,0
279613.2,0,5,0
279613.4,0,5,0
279613.6,0,5,0
279613.8,0,5,0
279614.0,0,5,0
279614.2,0,5,0
279614.4,0,5,0
279614.6,0,6,0
279614.8,0,6,0
279615.0,0,6,0
279615.2,0,6,0
279615.4,0,6,0
279615.6,0,6,0
279615.8,0,6,0
279616.0,0,6,0
279616.2,1,5,0.166667
279616.4,1,5,0.166667
279616.6,2,4,0.333333
279616.8,2,4,0.333333
279617.0,3,3,0.5
279617.2,5,1,0.833333
279617.4,4,1,0.8
279617.6,4,1,0.8
279617.8,5,0,1
279618.0,5,0,1
279618.2,3,1,0.75
279618.4,2,2,0.5
279618.6,3,3,0.5
279618.8,4,2,0.666667
279619.0,1,4,0.2
279619.2,1,5,0.166667
279619.4,1,5,0.166667
279620.8,0,6,0
279621.0,0,6,0
279621.2,1,5,0.166667
279621.4,1,5,0.166667
279621.6,1,5,0.166667
279621.8,1,5,0.166667
279622.0,0,5,0
279622.2,0,5,0
279622.4,1,5,0.166667
279622.6,1,5,0.166667
279622.8,1,5,0.166667
279623.0,1,5,0.166667
279623.2,1,5,0.166667
279623.4,1,5,0.166667
279623.6,1,5,0.166667
279623.8,1,5,0.166667
279624.4,1,5,0.166667
279624.6,1,5,0.166667
279624.8,1,5,0.166667
279625.0,1,5,0.166667
279628.8,2,4,0.333333
279629.0,3,2,0.6
279629.2,4,1,0.8
279629.4,5,0,1
279629.6,5,0,1
279629.8,6,0,1
279630.0,6,0,1
279630.2,6,0,1
279630.4,5,0,1
279630.6,4,1,0.8
279630.8,4,0,1
279631.0,3,0,1
279631.2,2,2,0.5
279748.2,6,0,1
279748.4,6,0,1
279748.6,6,0,1
279748.8,5,0,1
279749.0,6,0,1
279749.6,6,0,1
279749.8,6,0,1
279750.0,6,0,1
279750.2,4,0,1
279768.6,1,2,0.333333
279768.8,1,2,0.333333
279769.0,1,4,0.2
279769.2,0,5,0
279769.4,0,5,0
279769.6,0,5,0
279769.8,0,5,0
279770.0,0,5,0
279770.2,0,6,0
279770.4,0,6,0
279770.6,1,5,0.166667
279770.8,1,5,0.166667
279772.4,0,6,0
280008.8,0,6,0
280009.0,0,6,0
280009.2,0,6,0
280009.4,0,6,0
280009.6,1,5,0.166667
280009.8,1,5,0.166667
280010.0,1,5,0.166667
280010.2,1,5,0.166667
280010.4,1,5,0.166667
280010.6,1,5,0.166667
280011.2,1,5,0.166667
280011.4,1,5,0.166667
280012.2,1,5,0.166667
280012.4,1,5,0.166667
280014.2,1,5,0.166667
280014.4,1,5,0.166667
280014.6,1,5,0.166667
280014.8,1,5,0.166667
280044.0,1,5,0.166667
280044.2,1,5,0.166667
281333.8,2,4,0.333333
281334.0,1,5,0.166667
281334.2,1,5,0.166667
281334.4,2,4,0.333333
281582.0,4,2,0.666667
281582.2,2,4,0.333333
281604.2,0,6,0
281605.6,0,6,0
281605.8,0,6,0
281606.0,0,6,0
281606.2,0,6,0
281606.4,0,6,0
281606.6,0,6,0
281606.8,0,6,0
281607.0,0,6,0
281607.2,0,6,0
281607.4,0,6,0
281607.6,0,6,0
281609.6,0,6,0
281609.8,0,6,0
281610.0,0,6,0
281610.2,0,6,0
281610.4,0,6,0
281610.6,0,6,0
281610.8,0,6,0
281611.0,0,6,0
281611.2,0,6,0
281611.4,0,6,0
281611.6,0,6,0
281611.8,0,6,0
281612.0,0,6,0
281612.2,0,6,0
281612.4,0,6,0
281612.6,1,5,0.166667
281612.8,1,5,0.166667
281613.0,1,5,0.166667
281613.2,1,5,0.166667
281613.4,1,5,0.166667
281613.6,1,5,0.166667
281697.4,2,4,0.333333
281697.6,2,4,0.333333
281697.8,3,3,0.5
281698.0,3,3,0.5
281698.2,1,4,0.2
281698.4,2,3,0.4
281698.6,1,4,0.2
281698.8,2,3,0.4
281699.0,2,3,0.4
281699.2,2,3,0.4
281699.4,2,4,0.333333
281699.6,3,3,0.5
281699.8,2,4,0.333333
281700.0,3,3,0.5
281700.2,1,5,0.166667
281700.4,2,4,0.333333
281700.6,2,4,0.333333
281703.6,5,1,0.833333
281708.4,2,4,0.333333
281708.6,2,4,0.333333
281708.8,1,5,0.166667
281709.0,1,5,0.166667
281709.2,0,6,0
281709.4,0,6,0
281709.6,1,5,0.166667
281709.8,0,6,0
281710.0,1,5,0.166667
281710.2,1,5,0.166667
281710.4,0,5,0
281710.6,1,5,0.166667
281710.8,0,6,0
281711.0,1,5,0.166667
281711.2,0,6,0
281711.4,0,6,0
281711.6,0,6,0
281721.2,1,5,0.166667
281721.4,1,5,0.166667
281721.6,1,5,0.166667
281721.8,2,4,0.333333
281722.0,1,5,0.166667
281722.2,2,4,0.333333
281722.4,2,4,0.333333
281722.6,0,6,0
281722.8,0,6,0
281723.0,0,6,0
281723.2,0,6,0
281723.4,1,5,0.166667
281728.6,1,5,0.166667
281783.4,1,5,0.166667
281784.0,0,6,0
281784.2,0,6,0
281784.4,1,5,0.166667
281784.8,1,5,0.166667
281785.0,0,5,0
281785.2,0,5,0
281785.4,1,5,0.166667
281785.6,1,5,0.166667
281799.6,2,4,0.333333
281799.8,2,4,0.333333
281800.0,2,4,0.333333
281800.2,2,4,0.333333
281800.4,2,4,0.333333
281800.6,2,4,0.333333
281800.8,2,4,0.333333
281801.0,2,4,0.333333
281801.2,2,4,0.333333
281801.4,2,4,0.333333
281803.4,3,3,0.5
281872.4,1,5,0.166667
281872.6,1,5,0.166667
281872.8,1,5,0.166667
281873.0,1,5,0.166667
281873.2,1,5,0.166667
281873.4,1,5,0.166667
281873.6,1,5,0.166667
281916.0,0,6,0
281916.2,0,6,0
281916.4,0,6,0
281916.6,0,6,0
281916.8,1,5,0.166667
281917.0,1,5,0.166667
281917.2,1,5,0.166667
281917.4,1,5,0.166667
281925.4,0,6,0
281925.6,0,6,0
281925.8,0,6,0
281926.2,0,6,0
281926.4,0,6,0
281927.2,1,5,0.166667
281927.4,1,5,0.166667
281928.4,1,5,0.166667
281929.4,1,5,0.166667
281929.8,1,5,0.166667
281930.2,1,5,0.166667
281930.4,1,5,0.166667
281930.6,1,5,0.166667
281930.8,1,5,0.166667
281931.0,1,5,0.166667
281931.2,1,5,0.166667
281931.4,1,5,0.166667
281942.2,0,6,0
281942.4,0,6,0
281942.6,0,6,0
281942.8,0,6,0
281943.0,0,6,0
281943.2,0,6,0
281943.4,0,6,0
281943.6,0,6,0
281943.8,0,6,0
281944.0,0,6,0
281944.2,0,6,0
281944.4,0,6,0
281944.6,0,6,0
281944.8,0,6,0
